Videos,Code_I,Code_II,Code_III,Code_IV
z111-aug-02-22-gladom_assemble_start_13.024999999999999_end_19.213.mp4,Pause full hand,Touching pieces together,,
z185-sep-09-22-gladom_assemble_start_129.34_end_145.279.mp4,Incorrect subcomponent orientation,Touching pieces together,,
z191-sep-11-22-rashult_assemble_start_18.667_end_24.843.mp4,Pause full hand,,,
z035-june-23-22-rashult_assemble_start_18.935_end_27.8.mp4,Pause full hand,Reaching towards wrong piece ,Pitch 180,
z138-aug-15-22-marius_assemble_start_23.292_end_31.792.mp4,Pause full hand,,,
z058-june-28-22-gladom_assemble_start_61.538_end_70.524.mp4,Incorrect subcomponent orientation,,,
z038-june-23-22-rashult_assemble_start_422.512_end_434.409.mp4,Pick-up wrong piece,,,
z150-aug-22-22-rashult_assemble_start_714.4_end_720.466.mp4,Pause full hand,Large 1D Gaze Shift,,
z062-june-29-22-rashult_assemble_start_678.663_end_686.563.mp4,Inconvenient subcomponent orientation,Pick-up wrong piece,,
z091-july-08-22-marius_assemble_start_246.3_end_253.6.mp4,Pause full hand,Yaw 90,,
z191-sep-11-22-marius_assemble_start_60.099999999999994_end_67.4.mp4,Missing Tool,Inconvenient subcomponent placement,,
z101-july-13-22-rashult_assemble_start_360.1_end_369.618.mp4,Pause empty hand,Retract from right reach,Large 1D Gaze Shift,
z185-sep-09-22-gladom_assemble_start_180.225_end_188.575.mp4,Incorrect subcomponent orientation,Touching pieces together,,
z169-sep-02-22-rashult_assemble_start_155.143_end_164.025.mp4,Pitch 90 ,Roll 90 ,Yaw 90,
z031-june-22-22-knarrevik_assemble_start_31.447000000000003_end_42.647.mp4,Reaching with the wrong orientation,,,
z142-aug-17-22-marius_assemble_start_157.445_end_164.8.mp4,Pitch 360,,,
z047-june-25-22-gladom_assemble_start_28.1_end_37.2.mp4,Touching pieces together,,,
z014-june-17-22-gladom_assemble_start_303.1_end_311.375.mp4,shaking structure,,,
z184-sep-08-22-marius_assemble_start_51.469_end_60.23325238282788.mp4,shaking structure,,,
z095-july-11-22-rashult_assemble_start_0_end_6.3.mp4,Pause empty hand,,,
z086-july-07-22-knarrevik_assemble_start_30.4_end_40.9.mp4,Reaching with the wrong orientation,,,
z067-june-29-22-gladom_assemble_start_230.864_end_237.368.mp4,Incorrect subcomponent placement,Pick-up wrong piece,,
z121-aug-09-22-gladom_assemble_start_89.3_end_101.977.mp4,Incorrect subcomponent placement,,,
z093-july-11-22-knarrevik_assemble_start_20.1_end_31.5.mp4,Reaching with the wrong orientation,,,
z025-june-21-22-knarrevik_assemble_start_32.431_end_47.7.mp4,Pause full hand,,,
z164-aug-31-22-rashult_assemble_start_9.818_end_16.976.mp4,Pitch 90 ,Roll 90 ,Yaw 90,
z014-june-17-22-gladom_assemble_start_43.72_end_57.6.mp4,Reaching with the wrong orientation,Incorrect subcomponent orientation,Touching pieces together,
z169-sep-02-22-rashult_assemble_start_489.376_end_499.135.mp4,Pick-up wrong piece,,,
z019-june-20-22-rashult_assemble_start_174.1_end_186.286.mp4,Yaw 180,Pitch 180,,
z142-aug-17-22-marius_assemble_start_22.986_end_30.9.mp4,Slow Movement,,,
z082-july-06-22-rashult_assemble_start_78.1_end_91.6.mp4,Small 1D Gaze Shift,Roll 180,,
z102-july-13-22-gladom_assemble_start_127.112_end_133.7.mp4,Reaching with the wrong orientation,,,
z163-aug-30-22-rashult_assemble_start_29.726999999999997_end_40.6.mp4,Incorrect subcomponent orientation,,,
z121-aug-09-22-gladom_assemble_start_18.131_end_26.39851329937748.mp4,Incorrect subcomponent placement,Incorrect subcomponent orientation,,
z067-june-29-22-gladom_assemble_start_168.013_end_176.49.mp4,Pick-up wrong piece,Fixate on piece,,
z073-july-01-22-marius_assemble_start_9.9_end_17.2.mp4,Fixate on piece,Increase Proximity to Gaze,Pick-up wrong piece,
z183-sep-08-22-gladom_assemble_start_70.2_end_77.52.mp4,Incorrect subcomponent placement,,,
z019-june-20-22-rashult_assemble_start_471.409_end_478.4.mp4,No apparent Cue,,,
z048-june-25-22-rashult_assemble_start_423.881_end_431.565.mp4,Pause full hand,Small 1D Gaze Shift,,
z178-sep-05-22-knarrevik_assemble_start_90.224_end_96.824.mp4,Reaching with the wrong orientation,Roll 360,,
z053-june-27-22-gladom_assemble_start_9.605_end_20.623.mp4,Pick-up wrong piece,Pitch 180,,
z187-sep-09-22-marius_assemble_start_26.512_end_34.0.mp4,No apparent Cue,,,
z027-june-22-22-knarrevik_assemble_start_20.015_end_34.615.mp4,Pause full hand,Roll 90 ,,
z196-sep-17-22-rashult_assemble_start_472.976_end_482.753.mp4,Pick-up wrong piece,Incorrect subcomponent orientation,,
z200-sep-22-22-rashult_assemble_start_69.3_end_77.664.mp4,Pause empty hand,Small 1D Gaze Shift,,
z057-june-28-22-rashult_assemble_start_906.741_end_914.406.mp4,Warning For Future,,,
z046-june-24-22-marius_assemble_start_75.608_end_84.904.mp4,Question,,,
z055-june-27-22-knarrevik_assemble_start_31.6_end_38.400000000000006.mp4,Comment,,,
z108-july-26-22-rashult_assemble_start_328.053_end_339.882.mp4,Incorrect subcomponent orientation,,,
z073-july-01-22-marius_assemble_start_109.286_end_117.086.mp4,Incorrect subcomponent orientation,Incorrect subcomponent placement,,
z083-july-06-22-knarrevik_assemble_start_96.2_end_104.9.mp4,Warning For Future,,,
z079-july-05-22-knarrevik_assemble_start_140.526_end_148.141.mp4,Pause full hand,,,
z019-june-20-22-knarrevik_assemble_start_714.9200038853813_end_724.6399966696733.mp4,Inconvenient subcomponent placement,,,
z101-july-13-22-knarrevik_assemble_start_21.3_end_28.7.mp4,Incorrect subcomponent orientation,,,
z064-june-29-22-gladom_assemble_start_65.33500000000001_end_72.4.mp4,Pause full hand,Interjection,,
z091-july-08-22-gladom_assemble_start_39.309_end_48.899.mp4,Reaching with the wrong orientation,Touching pieces together,,
z129-aug-11-22-rashult_assemble_start_577.153_end_586.635.mp4,Roll 180,Looking around,,
z185-sep-09-22-knarrevik_assemble_start_354.298_end_366.087.mp4,Incorrect subcomponent placement,Decrease Proximity to Gaze,,
z164-aug-31-22-rashult_assemble_start_501.212_end_509.012.mp4,Incorrect subcomponent placement,Pause full hand,,
z142-aug-17-22-marius_assemble_start_96.733_end_102.633.mp4,Pause full hand,,,
z112-aug-03-22-rashult_assemble_start_211.109_end_219.6.mp4,Pitch 360,Increase Proximity to Gaze,Pitch 90 ,Roll 90 
z060-june-28-22-rashult_assemble_start_540.3_end_548.7568624558463.mp4,No apparent Cue,,,
z177-sep-05-22-marius_assemble_start_180.659_end_186.859.mp4,Pause empty hand,Decrease Proximity to Gaze,,
z035-june-23-22-marius_assemble_start_49.561_end_57.843.mp4,Builder history,,,
z015-june-17-22-rashult_assemble_start_255.603_end_264.64300000000003.mp4,Roll 180,Roll 90 ,,
z150-aug-22-22-rashult_assemble_start_406.768_end_418.132.mp4,Pick-up wrong piece,,,
z067-june-29-22-marius_assemble_start_76.268_end_83.5.mp4,Pick-up wrong piece,Reaching with the wrong orientation,,
z018-june-20-22-marius_assemble_start_67.2_end_73.20000000000003.mp4,Retract from right contact,,,
z077-july-01-22-gladom_assemble_start_88.275_end_96.825.mp4,Pick-up wrong piece,,,
z114-aug-03-22-knarrevik_assemble_start_7.718999999999999_end_14.319.mp4,Palm up,Pitch 90 ,,
z146-aug-19-22-marius_assemble_start_87.102_end_99.002.mp4,Pause full hand,,,
z191-sep-11-22-rashult_assemble_start_517.6_end_525.2.mp4,Looking away,,,
z106-july-14-22-rashult_assemble_start_571.96_end_580.166.mp4,Inconvenient subcomponent orientation,,,
z062-june-29-22-rashult_assemble_start_658.2_end_667.7.mp4,Pick-up wrong piece,Touching pieces together,,
z056-june-28-22-knarrevik_assemble_start_83.323_end_90.147.mp4,Incorrect subcomponent orientation,,,
z017-june-20-22-rashult_assemble_start_789.276_end_799.6.mp4,Pause full hand,,,
z053-june-27-22-rashult_assemble_start_619.213_end_625.18.mp4,Inconvenient subcomponent orientation,Incorrect subcomponent placement,,
z176-sep-05-22-gladom_assemble_start_37.87499999999999_end_46.44656952693016.mp4,Fixate on piece,Increase Proximity to Gaze,,
z187-sep-09-22-rashult_assemble_start_46.894_end_56.988.mp4,Roll 90 ,Yaw 180,,
z048-june-25-22-rashult_assemble_start_582.1_end_596.4.mp4,Pick-up wrong piece,Retract from wrong contact,,
z100-july-13-22-gladom_assemble_start_29.174999999999997_end_37.825.mp4,Pick-up wrong piece,,,
z053-june-27-22-rashult_assemble_start_905.229_end_911.88.mp4,No apparent Cue,,,
z169-sep-02-22-knarrevik_assemble_start_280.21_end_288.028.mp4,Reaching with the wrong orientation,,,
z008-june-15-22-knarrevik_assemble_start_118.218_end_127.135.mp4,Warning For Future,,,
z171-sep-03-22-gladom_assemble_start_7.300000000000001_end_16.396.mp4,Pause full hand,Fixate on piece,,
z150-aug-22-22-rashult_assemble_start_105.3_end_111.9.mp4,Missing Tool,,,
z130-aug-11-22-marius_assemble_start_60.846999999999994_end_69.222.mp4,Pause empty hand,Reaching with the wrong orientation,,
z019-june-20-22-rashult_assemble_start_1117.1_end_1123.805.mp4,Missing Tool,,,
z191-sep-11-22-knarrevik_assemble_start_94.1_end_99.947.mp4,Reaching with the wrong orientation,,,
z131-aug-11-22-rashult_assemble_start_625.2_end_633.3.mp4,Incorrect subcomponent placement,,,
z077-july-01-22-gladom_assemble_start_94.317_end_102.05.mp4,Incorrect subcomponent placement,Pick-up wrong piece,,
z106-july-14-22-rashult_assemble_start_655.959_end_666.694.mp4,Interjection,,,
z102-july-13-22-marius_assemble_start_77.116_end_83.538.mp4,shaking structure,,,
z057-june-28-22-rashult_assemble_start_220.713_end_229.841.mp4,Pick-up wrong piece,,,
z129-aug-11-22-marius_assemble_start_133.69_end_140.722.mp4,Pick-up wrong piece,Incorrect subcomponent orientation,,
z178-sep-05-22-knarrevik_assemble_start_465.28_end_477.88.mp4,Builder history,Inconvenient subcomponent orientation,,
z051-june-27-22-gladom_assemble_start_86.055_end_97.182.mp4,Incorrect subcomponent orientation,,,
z051-june-27-22-rashult_assemble_start_468.3_end_479.6.mp4,Incomplete Step,,,
z038-june-23-22-rashult_assemble_start_439.939_end_450.765.mp4,Inconvenient subcomponent orientation,,,
z141-aug-16-22-gladom_assemble_start_25.601958900453692_end_33.47361782759541.mp4,Touching pieces together,Reaching with the wrong orientation,,
z112-aug-03-22-rashult_assemble_start_207.325_end_213.775.mp4,Yaw 360,Increase Proximity to Gaze,Retract from right contact,
z099-july-13-22-rashult_assemble_start_24.325_end_31.775.mp4,Pick-up wrong piece,,,
z082-july-06-22-rashult_assemble_start_498.1_end_509.6.mp4,Roll 180,,,
z178-sep-05-22-knarrevik_assemble_start_236.108_end_242.569.mp4,Inconvenient subcomponent orientation,,,
z121-aug-09-22-gladom_assemble_start_162.01076910016977_end_168.398.mp4,Pitch 180,,,
z082-july-06-22-marius_assemble_start_343.4_end_350.9.mp4,Pause empty hand,,,
z051-june-27-22-knarrevik_assemble_start_116.0_end_122.9.mp4,Incorrect subcomponent placement,,,
z108-july-26-22-rashult_assemble_start_197.913_end_206.307.mp4,Pause full hand,Retracting with the right piece ,,
z050-june-27-22-rashult_assemble_start_545.218_end_555.147.mp4,Incorrect subcomponent orientation,,,
z048-june-25-22-rashult_assemble_start_457.3_end_467.497.mp4,Incorrect subcomponent orientation,,,
z169-sep-02-22-rashult_assemble_start_406.012_end_413.212.mp4,Moving closer ,,,
z023-june-21-22-marius_assemble_start_148.2_end_155.9.mp4,Warning For Future,,,
z029-june-22-22-marius_assemble_start_264.773_end_273.8.mp4,Pause full hand,Looking away,,
z106-july-14-22-rashult_assemble_start_525.829_end_532.7.mp4,Pick-up wrong piece,,,
z200-sep-22-22-rashult_assemble_start_510.4_end_518.858.mp4,shaking structure,Missing Tool,,
z019-june-20-22-rashult_assemble_start_507.78499999999997_end_517.757.mp4,Pick-up wrong piece,,,
z200-sep-22-22-rashult_assemble_start_73.108_end_81.459.mp4,Pick-up wrong piece,,,
z125-aug-10-22-rashult_assemble_start_809.3_end_820.9.mp4,Incorrect subcomponent orientation,,,
z075-july-01-22-knarrevik_assemble_start_304.452_end_313.6.mp4,Incorrect subcomponent orientation,,,
z035-june-23-22-marius_assemble_start_129.2_end_136.3.mp4,Pitch 360,,,
z099-july-13-22-rashult_assemble_start_371.418_end_378.8.mp4,shaking structure,Slow Movement,,
z101-july-13-22-rashult_assemble_start_929.518_end_938.318.mp4,Finger extension,,,
z018-june-20-22-marius_assemble_start_73.4_end_84.4.mp4,Builder history,,,
z056-june-28-22-knarrevik_assemble_start_26.248_end_33.571.mp4,Builder history,,,
z051-june-27-22-gladom_assemble_start_99.208_end_106.584.mp4,Incorrect subcomponent orientation,Moving closer ,,
z074-july-01-22-rashult_assemble_start_15.204_end_27.704.mp4,Pitch 360,,,
z183-sep-08-22-gladom_assemble_start_61.343999999999994_end_67.3598975586405.mp4,Pick-up wrong piece,,,
z017-june-20-22-rashult_assemble_start_227.623_end_235.206.mp4,Pick-up wrong piece,,,
z023-june-21-22-gladom_assemble_start_30.47058882836002_end_38.8.mp4,Pause full hand,,,
z047-june-25-22-marius_assemble_start_54.202_end_60.702.mp4,Pick-up wrong piece,,,
z081-july-06-22-marius_assemble_start_83.3_end_100.4763782430587.mp4,Pick-up wrong piece,Incorrect subcomponent orientation,,
z019-june-20-22-rashult_assemble_start_119.652_end_126.825.mp4,Reaching with the wrong orientation,,,
z125-aug-10-22-rashult_assemble_start_707.2_end_716.0.mp4,Palm up,Finger extension,Small 1D Gaze Shift,Undo step
z081-july-06-22-rashult_assemble_start_148.457_end_155.928.mp4,Reaching with the wrong orientation,,,
z074-july-01-22-rashult_assemble_start_745.3_end_752.0.mp4,Inconvenient subcomponent orientation,,,
z035-june-23-22-rashult_assemble_start_295.388_end_302.6.mp4,Reaching with the wrong orientation,Incorrect subcomponent orientation,,
z102-july-13-22-rashult_assemble_start_202.712_end_210.312.mp4,Roll 180,,,
z093-july-11-22-rashult_assemble_start_210.994_end_220.547.mp4,Pause full hand,Yaw 90,,
z030-june-22-22-gladom_assemble_start_33.0_end_39.9.mp4,Changing angle between pieces ,Small 1D Gaze Shift,,
z079-july-05-22-knarrevik_assemble_start_786.2_end_794.9.mp4,Pause empty hand,Moving farther back,,
z187-sep-09-22-rashult_assemble_start_173.0_end_179.367.mp4,Roll 180,Pitch 90 ,,
z155-aug-26-22-marius_assemble_start_75.669_end_82.569.mp4,Incorrect subcomponent placement,,,
z067-june-29-22-gladom_assemble_start_25.077_end_34.979.mp4,Pick-up wrong piece,Touching pieces together,,
z142-aug-17-22-marius_assemble_start_11.100000000000001_end_16.9.mp4,Pause empty hand,,,
z136-aug-13-22-gladom_assemble_start_74.468_end_80.6.mp4,No apparent Cue,,,
z078-july-01-22-knarrevik_assemble_start_71.012_end_77.954.mp4,Reaching with the wrong orientation,,,
z074-july-01-22-rashult_assemble_start_897.3_end_908.8.mp4,Pause full hand,,,
z190-sep-10-22-rashult_assemble_start_397.4_end_407.4.mp4,Pause full hand,Incorrect subcomponent placement,,
z146-aug-19-22-marius_assemble_start_96.808_end_103.408.mp4,Pause full hand,Grasp wrong piece ,,
z014-june-17-22-gladom_assemble_start_282.6_end_290.2.mp4,Inconvenient subcomponent placement,,,
z074-july-01-22-rashult_assemble_start_218.1_end_228.0.mp4,Roll 90 ,,,
z020-june-20-22-gladom_assemble_start_88.0_end_95.7.mp4,Looking around,Small 1D Gaze Shift,,
z210-sep-29-22-marius_assemble_start_113.678_end_120.159.mp4,Looking around,Increase Proximity to Gaze,Pitch 180,
z210-sep-29-22-marius_assemble_start_109.796_end_116.041.mp4,shaking structure,Fixate on piece,,
z210-sep-29-22-marius_assemble_start_104.394_end_113.257.mp4,shaking structure,Yaw 180,,
z210-sep-29-22-marius_assemble_start_85.1_end_91.22744971634862.mp4,Builder history,,,
z210-sep-29-22-marius_assemble_start_42.1_end_49.669.mp4,Moving closer ,Fixate on piece,,
z210-sep-29-22-marius_assemble_start_35.031_end_40.943.mp4,Moving closer ,,,
z210-sep-29-22-marius_assemble_start_12.045000000000002_end_19.329.mp4,No apparent Cue,,,
z210-sep-29-22-marius_assemble_start_2.037373229658428_end_10.719272662355694.mp4,No apparent Cue,,,
z208-sep-27-22-rashult_assemble_start_631.2_end_640.8.mp4,Missing Tool,,,
z208-sep-27-22-rashult_assemble_start_483.6_end_490.118.mp4,Inconvenient subcomponent orientation,,,
z208-sep-27-22-rashult_assemble_start_477.1_end_483.982.mp4,Small 1D Gaze Shift,,,
z208-sep-27-22-rashult_assemble_start_378.35_end_385.311.mp4,Pause empty hand,Incorrect subcomponent orientation,,
z208-sep-27-22-rashult_assemble_start_373.1_end_382.018.mp4,Large 1D Gaze Shift,,,
z208-sep-27-22-rashult_assemble_start_369.1_end_377.959.mp4,Retract from right contact,Small 1D Gaze Shift,,
z208-sep-27-22-rashult_assemble_start_352.4_end_359.0.mp4,shaking piece ,,,
z208-sep-27-22-rashult_assemble_start_333.194_end_339.976.mp4,Small 1D Gaze Shift,Looking around,,
z208-sep-27-22-rashult_assemble_start_253.065_end_260.559.mp4,No apparent Cue,,,
z208-sep-27-22-rashult_assemble_start_241.982_end_249.4.mp4,Pause empty hand,Small 1D Gaze Shift,,
z208-sep-27-22-rashult_assemble_start_186.4_end_193.3.mp4,Pause empty hand,Small 1D Gaze Shift,,
z208-sep-27-22-rashult_assemble_start_145.682_end_153.5.mp4,Looking away,,,
z208-sep-27-22-rashult_assemble_start_108.1_end_116.6.mp4,Pause full hand,,,
z208-sep-27-22-rashult_assemble_start_103.304_end_109.976.mp4,Pause full hand,Fixate on piece,Roll 180,
z208-sep-27-22-rashult_assemble_start_99.293_end_106.094.mp4,Pitch 180,Roll 90 ,Grasp wrong piece ,Retract from wrong contact
z208-sep-27-22-rashult_assemble_start_71.812_end_80.0.mp4,Increase Proximity to Gaze,Pause empty hand,,
z208-sep-27-22-rashult_assemble_start_58.556_end_65.141.mp4,Retract from wrong reach,Pause full hand,,
z208-sep-27-22-rashult_assemble_start_28.546999999999997_end_35.912.mp4,Pause empty hand,,,
z208-sep-27-22-rashult_assemble_start_11.782_end_19.635.mp4,Grasp wrong piece ,Pitch 180,Pause full hand,
z208-sep-27-22-gladom_assemble_start_96.025_end_101.375.mp4,Pause empty hand,Small 1D Gaze Shift,,
z208-sep-27-22-gladom_assemble_start_23.619_end_29.854.mp4,Incorrect subcomponent orientation,,,
z208-sep-27-22-gladom_assemble_start_10.012199183801602_end_16.3071991838016.mp4,Pause empty hand,Grasp wrong piece ,,
z205-sep-25-22-rashult_assemble_start_508.592_end_517.192.mp4,Pause full hand,Large 1D Gaze Shift,Fixate on piece,
z201-sep-22-22-gladom_assemble_start_174.303_end_182.019.mp4,Pick-up wrong piece,Roll 180,,
z200-sep-22-22-gladom_assemble_start_94.026_end_100.548.mp4,Pick-up wrong piece,,,
z196-sep-17-22-gladom_assemble_start_63.236000000000004_end_69.812.mp4,Looking around,Fixate on piece,,
z194-sep-16-22-knarrevik_assemble_start_289.053_end_298.153.mp4,Inconvenient subcomponent orientation,,,
z194-sep-16-22-knarrevik_assemble_start_19.1_end_30.5.mp4,Inconvenient subcomponent orientation,,,
z194-sep-16-22-knarrevik_assemble_start_9.229_end_18.529.mp4,Pitch 180,,,
z194-sep-16-22-gladom_assemble_start_15.3_end_23.80980381584405.mp4,Incorrect subcomponent orientation,,,
z191-sep-11-22-marius_assemble_start_144.773_end_151.773.mp4,Pause empty hand,Moving farther back,,
z191-sep-11-22-marius_assemble_start_92.282_end_101.682.mp4,shaking structure,Pause full hand,,
z191-sep-11-22-marius_assemble_start_75.0_end_82.3.mp4,Inconvenient subcomponent placement,,,
z191-sep-11-22-gladom_assemble_start_129.0_end_135.24221614618847.mp4,Reaching with the wrong orientation,,,
z190-sep-10-22-gladom_assemble_start_31.299999999999997_end_38.5.mp4,Pause full hand,Finger extension,Changing angle between pieces ,
z190-sep-10-22-gladom_assemble_start_41.929_end_51.142.mp4,Inconvenient subcomponent orientation,Reaching towards wrong piece ,,
z186-sep-09-22-gladom_assemble_start_118.061_end_124.645.mp4,Incorrect subcomponent orientation,Yaw 360,,
z186-sep-09-22-gladom_assemble_start_73.509_end_83.4.mp4,Inconvenient subcomponent orientation,,,
z185-sep-09-22-gladom_assemble_start_162.401_end_173.176.mp4,Reaching with the wrong orientation,Incorrect subcomponent orientation,,
z184-sep-08-22-marius_assemble_start_216.829_end_225.151.mp4,shaking structure,,,
z184-sep-08-22-marius_assemble_start_59.620000000000005_end_68.169.mp4,Pause full hand,Fixate on piece,,
z048-june-25-22-marius_assemble_start_54.1_end_65.3.mp4,Fixate on piece,Retract from right contact,,
z116-aug-05-22-knarrevik_assemble_start_61.997_end_72.467.mp4,Moving closer ,Looking around,Retract from right contact,
z142-aug-17-22-marius_assemble_start_107.3_end_113.618.mp4,shaking structure,Pause full hand,,
z146-aug-19-22-marius_assemble_start_101.133_end_107.835.mp4,Pause full hand,,,
z109-july-27-22-rashult_assemble_start_37.1_end_51.3.mp4,Pause full hand,Pitch 90 ,Fixate on piece,
z067-june-29-22-marius_assemble_start_260.242_end_266.5.mp4,Pause empty hand,,,
z098-july-12-22-gladom_assemble_start_72.355_end_80.0.mp4,Small 1D Gaze Shift,,,
z142-aug-17-22-marius_assemble_start_90.81_end_97.516.mp4,Moving farther back,Pause full hand,,
z099-july-13-22-rashult_assemble_start_198.84_end_210.41.mp4,Reaching with the wrong orientation,,,
z021-june-20-22-knarrevik_assemble_start_34.349_end_48.0.mp4,Pause full hand,Pitch 90 ,,
z042-june-24-22-gladom_assemble_start_94.225_end_102.05931742667929.mp4,Missing Tool,,,
z114-aug-03-22-marius_assemble_start_20.778_end_28.678.mp4,Increase Proximity to Gaze,Fixate on piece,Roll 360,
z017-june-20-22-rashult_assemble_start_444.312_end_452.012.mp4,Builder history,,,
z102-july-13-22-rashult_assemble_start_51.447_end_59.4.mp4,Builder history,,,
z051-june-27-22-gladom_assemble_start_208.518_end_215.694.mp4,Missing Tool,Moving closer ,,
z136-aug-13-22-knarrevik_assemble_start_83.687_end_89.862.mp4,Missing Tool,,,
z042-june-24-22-marius_assemble_start_46.2_end_56.5.mp4,Pause full hand,,,
z169-sep-02-22-gladom_assemble_start_8.113201743208116_end_17.24.mp4,Roll 90 ,Pitch 90 ,Increase Proximity to Gaze,
z023-june-21-22-marius_assemble_start_306.069_end_313.522.mp4,No apparent Cue,,,
z113-aug-03-22-marius_assemble_start_44.239_end_51.884.mp4,Pause full hand,,,
z096-july-12-22-rashult_assemble_start_5.4_end_14.8.mp4,Pick-up wrong piece,Pitch 180,,
z142-aug-17-22-marius_assemble_start_93.898_end_99.998.mp4,Pause full hand,shaking structure,,
z112-aug-03-22-rashult_assemble_start_185.212_end_196.372.mp4,Increase Proximity to Gaze,Fixate on piece,Pitch 180,
z069-june-29-22-marius_assemble_start_94.95_end_101.45.mp4,No apparent Cue,,,
z014-june-17-22-gladom_assemble_start_69.3_end_83.5.mp4,Pause full hand,,,
z150-aug-22-22-rashult_assemble_start_418.174_end_424.254.mp4,No apparent Cue,,,
z201-sep-22-22-rashult_assemble_start_458.5_end_468.5.mp4,Pause full hand,Large 1D Gaze Shift,,
z031-june-22-22-marius_assemble_start_128.544_end_138.557.mp4,Moving farther back,Pause empty hand,Fixate on piece,
z187-sep-09-22-rashult_assemble_start_475.723_end_486.682.mp4,Incorrect subcomponent placement,Pick-up wrong piece,,
z187-sep-09-22-marius_assemble_start_8.088_end_14.236.mp4,Small 1D Gaze Shift,Pick-up wrong piece,,
z017-june-20-22-rashult_assemble_start_1029.2_end_1039.7.mp4,Inconvenient subcomponent orientation,,,
z071-june-29-22-gladom_assemble_start_63.3_end_71.11.mp4,Pick-up wrong piece,Yaw 360,Fixate on piece,Increase Proximity to Gaze
z102-july-13-22-rashult_assemble_start_38.944_end_49.265.mp4,Fixate on piece,Pitch 180,Yaw 180,
z019-june-20-22-rashult_assemble_start_414.693_end_424.075.mp4,Incorrect subcomponent placement,,,
z161-aug-29-22-gladom_assemble_start_52.661_end_59.261.mp4,Small 1D Gaze Shift,Pause full hand,,
z194-sep-16-22-marius_assemble_start_188.134_end_194.132.mp4,Pause empty hand,,,
z198-sep-18-22-rashult_assemble_start_373.81_end_383.81.mp4,Retract from right contact,Incorrect subcomponent placement,,
z117-aug-05-22-rashult_assemble_start_259.1_end_269.4.mp4,Pause full hand,Small 1D Gaze Shift,Looking around,
z019-june-20-22-rashult_assemble_start_420.934_end_426.467.mp4,Incorrect subcomponent placement,,,
z155-aug-26-22-marius_assemble_start_69.233_end_76.533.mp4,Retract from right contact,,,
z015-june-17-22-rashult_assemble_start_268.2_end_276.6.mp4,Grasp wrong piece ,,,
z122-aug-09-22-knarrevik_assemble_start_6.1_end_14.3.mp4,Roll 180,Pitch 90 ,Incorrect subcomponent orientation,
z056-june-28-22-knarrevik_assemble_start_56.494_end_64.324.mp4,Incorrect subcomponent orientation,Touching pieces together,,
z017-june-20-22-rashult_assemble_start_63.435_end_70.491.mp4,Pick-up wrong piece,,,
z019-june-20-22-rashult_assemble_start_617.117_end_623.316.mp4,Reaching with the wrong orientation,,,
z117-aug-05-22-rashult_assemble_start_171.3_end_183.3.mp4,Reaching towards wrong piece ,,,
z187-sep-09-22-rashult_assemble_start_293.464_end_301.5.mp4,Pick-up wrong piece,,,
z057-june-28-22-rashult_assemble_start_832.976_end_841.506.mp4,Inconvenient subcomponent placement,,,
z108-july-26-22-gladom_assemble_start_168.81576586816814_end_174.93164550910933.mp4,Reaching with the wrong orientation,,,
z074-july-01-22-rashult_assemble_start_182.194_end_191.494.mp4,Retract from right contact,,,
z178-sep-05-22-knarrevik_assemble_start_457.867_end_467.567.mp4,Fixate on piece,Pause full hand,Inconvenient subcomponent orientation,